index,TOOL,EVENT_ID,DATE_TIME,TRANSACTION_CODE,NEW_AVAILABLE_CODE,COMMENT,Problem,Actions,Category
279,RIE03     ,0,10/28/2025 11:14,DOWN,D,"ALARM! RF1 RF/DC VOLTAGE IS OUT OF,       COMPLIANCE.SETPOINT: 70.0+/- 40.0,       ACTUAL=0.0V,       SLOT#1 =DUMMY DONE.,           #2  =PROD IN SIDE THE CHAMBER,           #3-6=NOT PROCESS YET STILL IN,                CASS.,      RCP:TMR-FLTR-RIE,   PLS CHECK...........,   ************************************",RF1 RF/DC voltage out of compliance; actual voltage is 0.0 V versus setpoint range 70.0 +/- 40.0 during recipe TMR-FLTR-RIE.,PLS CHECK,RF voltage is out of compliance
280,RIE03     ,0,10/29/2025 3:09,DOWN,D,qual failed 2x.Pls chk.Thanks!,Qualification failed twice.,Please check.,Qualification Failures
281,RIE03     ,0,10/29/2025 15:54,DOWN,D," Tool got an alarm.RF1 reflected power,  is out of compliance.Limit=30.0,,  Actual =35.0 W.,  RIGHT CASSETTE      TOOL RUN# AL,  Slot# 1    : wafer inside chamber,        2-3  : wafer still at cassette,               (not process yet).",RF1 reflected power alarm; reflected power out of compliance with actual 35.0 W exceeding limit 30.0 W.,,RF voltage is out of compliance
282,RIE03     ,0,10/30/2025 7:26,DOWN,D,"ALARMED: HAPPENS IN SLOT 2 PROD WAFER, SITS IN PM1 MODULE' WHEN ALARMED, OCCURED.., RF1 RF / DC voltage is out of compliance, ; Setpoint = 70.0 +/- 40.0.ACTUAL=0.2 V, RIGHT CASSETTE TOOL RUN # AM, SLOT 1 -> DUMMY processed done. SITS IN, LL CASSETTE., SLOT 2 -> PROD WAFER SITS IN PM1 MODULE, when alarmed occured., SLOT 3 THRU 6 NOT PROCESS dummy and, wafers sits in LL not process. PLS., check. THanks...","RF1 RF / DC voltage is out of compliance in PM1 during processing of slot 2 production wafer; actual voltage 0.2 V versus setpoint 70.0 +/- 40.0, causing alarm and wafers to remain unprocessed.",Please check.,RF voltage is out of compliance
284,RIE03     ,0,10/30/2025 10:37,DOWN,D,"ALARMED; Helium took too long to qq, stabilize., TOOL RUN # AN, SLOT 5-.DUMMY DONE., SLOT 6 -> WAFER SITS IN PM1 MODULE, SLOT 7 THUR 10 NOT PROCESS WAFER SITS IN, LL. PLS CHECK. THANKS..","Helium took too long to stabilize; wafer sits in PM1 module and wafers in slots 7 through 10 were not processed, sitting in load lock.",Please check.,helium took too long to stabilize
285,RIE03     ,0,10/30/2025 19:18,DOWN,D,"RF1 RF/DC voltage is out of compliance, SETPOINT=105.0+/-40.0. ACTUAL =57.6V, Job:AP, Step:7 Process step@0:15.8, Slot1-2 :Processed, Slot3   : Inside the chamberq, Slot4-9 : @LL, Process not yet started, ****************************************",RF1 RF/DC voltage is out of compliance; actual voltage 57.6V is below the allowed setpoint range during process step 7.,,RF voltage is out of compliance
286,RIE03     ,0,10/30/2025 23:29,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint=105.0+/-40.0. Actual =58.6V, Job:AP, Step:7 Process step@0:15.8, Slot1   : Processed, Slot2   : Wfr inside the chamber, Slot3-10: @LL Process not started, ****************************************",RF1 RF/DC voltage out of compliance; actual voltage below allowed range during process step 7.,,RF voltage is out of compliance
287,RIE03     ,0,10/31/2025 4:33,DOWN,D,"RF1 reflected power is out of compliance, Limit=30.0, Actual=39.0 W, Job:'AS' Step:7 @0:07.6, Run # AS  Rcp:MPL1024, Slot1: Wfr inside the chamber, Slot2-4: @LL Process Not Started Yet",RF1 reflected power out of compliance; actual reflected power exceeded the limit during processing.,,RF voltage is out of compliance
289,RIE03     ,0,10/31/2025 10:58,DOWN,D,"Tool alarm.RF1 reflected power is out, compliance.Limit=30.0,Actual=37.0 W, RIGHT CASSETTE     TOOL RUN# AT, Slot# 1   : wafer inside chMBER,       2-3 : wafer still at cassette,             (not process yet).",RF1 reflected power out of compliance/alarm condition; actual reflected power exceeded limit.,,RF voltage is out of compliance
290,RIE03     ,0,10/31/2025 20:51,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint=95.0+40.Actual=54.0V, Job:AY,Step @ 0:16.1, Slot#1 and Slot#2 done process, Slot#3 inside chamber, Slot#4,5,6,7,8,9,10,11,12 inside LL,  TOOL RUN# AY,    PLS CHK",RF1 RF/DC voltage out of compliance during job AY step at 0:16.1; actual voltage 54.0V did not meet the setpoint requirement.,PLS CHK,RF voltage is out of compliance
291,RIE03     ,0,11/1/2025 16:15,DOWN,D,"tool alarm.RF1 RF/DC voltage is out of, compliance.Setpoint=95.0 +/-40.0, Actual= 54.0 V, RIGHT CASSETTE        TOOL RUN# AG, Slot# 1-9   : wafer done,        10   : wAfer inside chamber,       11-12 : wafer still at cassette,               (not process yet)",RF1 RF/DC voltage out of compliance/alarm; actual voltage 54.0 V is outside the setpoint tolerance range of 95.0 +/- 40.0 V.,,RF voltage is out of compliance
293,RIE03     ,0,11/2/2025 3:18,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint=70.0+40.0,Actual=0.0V, Job:AO, Step:8 Process Step @ 0:21.1, Slot#1 process done,, Slot#2 inside chamber, Slot#4,6,8 inside LL Tool run#AO,  Pls chk",RF1 RF/DC voltage out of compliance; actual voltage is 0.0V during process step 8.,Please check.,RF voltage is out of compliance
294,RIE03     ,0,11/2/2025 11:47,DOWN,D,"Tool got an alarm.Poor quality chuck, seal: Helium flow=5.16 sccm,limit is, 5.00., RIGHT SIDE       TOOL RUN## AP, SLOT# 1-4   : wAFER DONE,         5   : DUMMY INSIDE,         6   : Wafer still at cassette,               (not process yet).","Alarm due to poor quality chuck seal; helium flow exceeded limit (5.16 sccm vs 5.00 sccm), right side.",,Chuck seal issues
296,RIE03     ,0,11/2/2025 15:52,DOWN,D,"Tool alarm (again).RF1 RF/DC voltage, is out of compliance.Setpoint= 95.0, +/- 40.0,Actual = 53.2 V., RIGHT CASSETTE     TOOL RUN # AQ, Slot#  1-8   : wafer done,          9   : wafer inside chamber,        10-12 : wafer at cassette,                (not process yet).",RF1 RF/DC voltage out of compliance; actual voltage below allowed range during tool run.,,RF voltage is out of compliance
298,RIE03     ,0,11/3/2025 0:38,DOWN,D," RF1 RF/DC voltage is out of compliance.,  Setpoint=70.0+40.0,Actual=0.0V,  Job:AW Step:8 Process Step @ 0:31.7,  Slot#1 process done,,  Slot#2 inside chamber,  Slot#4,6, inside LL Tool run#AW,   Pls chk",RF1 RF/DC voltage is out of compliance; actual voltage is 0.0V versus expected setpoint.,Please check.,RF voltage is out of compliance
299,RIE03     ,0,11/3/2025 10:12,DOWN,D,"RF1 RF voltage is out of compliance., Setpoint= 70.0 +/-40.0, Actual=0.2V., TOOL RUN # AB, RECIPE: TMR FLTR RIE, SLOT -1 DUMMY DONE PROCESSED, SLOT 2 - Prod wafer SITS IN PM1 MODULE, SLOT 3 THRU 12 DUMMYS & PROD WAFERS, Still in LL not process., PLS. CHECK","RF1 RF voltage is out of compliance; actual RF1 voltage is 0.2 V versus setpoint 70.0 +/- 40.0, causing wafers to remain unprocessed/still in LL and one prod wafer sitting in PM1 module.",PLS. CHECK,RF voltage is out of compliance
302,RIE03     ,0,11/3/2025 14:03,DOWN,D,"ALARMED:, RF1 RF voltage is out of compliance., TOOL RUN # AC, SLOT 2-> WAFER SITS IN PM1 MODULE., SLOT 3 THRU 6 -> DUMMYS AND PROD WAFERS, SITS IN LL NOT PROCESS.",RF1 RF voltage is out of compliance.,"TOOL RUN # AC; Slot 2 wafer sits in PM1 module; Slots 3 through 6 dummy and production wafers sit in LL, not processed.",RF voltage is out of compliance
303,RIE03     ,0,11/3/2025 14:57,UP,U,,RF1 RF voltage is out of compliance.,"TOOL RUN # AC; Slot 2 wafer sits in PM1 module; Slots 3 through 6 dummy and production wafers sit in LL, not processed.",RF voltage is out of compliance
304,RIE03     ,0,11/3/2025 15:30,DOWN,D,"ALARMED; RF1 RF/DC voltage is out of, compliance. Setpoint =70.0 +/-40.0,  , actual = 0.0 V., TOOL RUN # AD, SLOT 2-> PROD WAFER SITS IN PM1 MODULE., PLEASE CHECK.",RF1 RF/DC voltage is out of compliance; actual voltage is 0.0 V while processing a product wafer in PM1 module.,PLEASE CHECK,RF voltage is out of compliance
305,RIE03     ,0,11/3/2025 18:24,DOWN,D,"ALARM: Poor quality chuck seal: Helium, flow=5.13sccm, limit is 5.00, rcp: PP3_ASH_6W_7M, Slot1  : Wfr sitting inside chamber, Slot2-9: Wfrs @LL,, Run #AE, ***************************************",Poor quality chuck seal indicated by helium flow exceeding limit (5.13 sccm > 5.00 sccm),,Chuck seal issues
308,RIE03     ,0,11/5/2025 7:16,DOWN,D,"Alarmed: Poor quality chuck sea;;, Helium flow = 5.30sccm,limit is 5.00, PLEASE CHECK., TOOL RUN # AT, SLOT -> 1 THRU 6 PROCESSED DONE., SLOT 7-> DUMMY WAFER SITS IN MODULE., SLOT-8-> PROD WAFER STILL IN LL. NOT, PROCESS.",Poor quality chuck seal alarm; helium flow exceeded limit (5.30 sccm vs 5.00 sccm).,PLEASE CHECK; slots 1 through 6 processed done; slot 7 dummy wafer sits in module; slot 8 production wafer still in load lock and not processed.,Chuck seal issues
310,RIE03     ,0,11/7/2025 18:48,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint=95.0+40.0, Actual=48.6V., Job:AT, Step @:15.8, slot2,4,6,8 process done, slot10 inside the chamber, slot#12 still in LL not process,  pls chk.",RF1 RF/DC voltage is out of compliance; actual voltage is below the required range during process.,"pls chk; slot2,4,6,8 process done; slot10 inside the chamber; slot#12 still in LL not process",RF voltage is out of compliance
311,RIE03     ,0,11/10/2025 10:01,DOWN,D,"RF1-RF/DC Voltagw is out of compliance, , SETPOINT = 70.0+/-40.0, Actual =0.2 V., TOOL RUN # AM, SLOT : 1 THRU 4 Processed done., SLOT 5: DUMMY SITS IN MODULE when, alarmed occured., SLOT 6 THRU 12 WAFERS & DUMMYS SITS IN, LL NOT PROCESS. PLS. CHECK. THANKS","RF1-RF/DC Voltage is out of compliance; actual voltage 0.2 V is far below the setpoint range, causing the alarm and stopping processing.","Please check tool; slots 1 through 4 processed, slot 5 dummy remains in module when alarm occurred, slots 6 through 12 wafers and dummys remain in load lock unprocessed.",RF voltage is out of compliance
313,RIE03     ,0,11/11/2025 8:45,DOWN,D,"ALARMED; POOR quality seal; Helium, flow = 8.03 sccm, limit 5.00, TOOL RUN # AS, SLOT 1 THRU 4 PROCESSED DONE., SLOT 5-> DUMMY SITS IN MODULE PM1, WHEN ALARMED OCCURED., SLOT 6 THRU 8 DUMMY & prod wafers sits, in LL not process. Pls.check. Thanks.","Poor quality seal alarm due to helium flow exceeding limit (8.03 sccm > 5.00 sccm) during processing; dummy wafer in PM1 when alarm occurred, and slot 6 through 8 wafers in load lock were not processed.",Please check.,Chuck seal issues
314,RIE03     ,0,11/12/2025 22:28,DOWN,D,"PM2 Helium took too long to stabilize., Job:AZ, Step:2<Chuck>@ 3:02.0, slot#2,4 process done, slot#6 not yet process tool run#AZ,  pls chk",PM2 helium took too long to stabilize at Step 2 <Chuck>; slot #6 not yet processed while slots #2 and #4 are done.,pls chk,helium took too long to stabilize
316,RIE03     ,0,11/13/2025 4:25,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint=70.0+40., actual=0.2V, Job:AC,Step @0:10.5, Slot# 2 inside chamber, slot#4,6,8,10,12 inside cassette,  tool run#AC,    pls chk",RF1 RF/DC voltage out of compliance; actual voltage far below setpoint during Job AC Step @0:10.5.,pls chk,RF voltage is out of compliance
318,RIE03     ,0,11/25/2025 5:19,DOWN,D,"Alarmedfor poor quality chuck seal:, helium flow=6.06sccm, limit is 5.00, Slot1-3: Process done, Slot4  : Wfr inside the chamber, Slot5-8: Wfrs  @LL, Process not started, Pls chk","Poor quality chuck seal alarm due to helium flow exceeding limit (6.06 sccm > 5.00 sccm); process not started for Slot5-8, with wafer in chamber at Slot4.",Please check; Slot1-3 process done; Slot4 wafer inside the chamber; Slot5-8 wafers at LL.,Chuck seal issues
319,RIE03     ,0,11/25/2025 6:24,UMIP,D,"Alarmedfor poor quality chuck seal:, helium flow=6.06sccm, limit is 5.00, Slot1-3: Process done, Slot4  : Wfr inside the chamber, Slot5-8: Wfrs  @LL, Process not started, Pls chk,          =======================, Checking................................",Poor quality chuck seal alarm due to helium flow exceeding limit while wafer remains inside chamber; process not started for Slots 5-8.,Please check; checking in progress.,Chuck seal issues
321,RIE03     ,0,11/26/2025 22:41,DOWN,D,"Poor quality chuck seal: Helium flow =, 8.71 sccm,limit is 5.00., right  cassette  RUN # AV, slot 1 - Slot 7 wfrs. comcpleed process, slot 8 - wfr. @ LL / ALARM,  PLS. UNLOAD WFRS.",Poor quality chuck seal causing high helium flow alarm (8.71 sccm exceeds 5.00 sccm limit) at load lock/alarm on slot 8.,"Please unload wafers; slots 1-7 completed process, slot 8 wafer at load lock/alarm.",Chuck seal issues
323,RIE03     ,0,11/27/2025 6:53,DOWN,D,"PROBLEM:, Poor quality chuck seal: Helium flow, 8.71 sccm,limit is 5.00., SLOT 1-> DUNNY sits in the module, chamber., SLOT 2 THRU 4 -> NOT process.",Poor quality chuck seal causing excessive helium flow in the chamber.,SLOT 1: DUNNY sits in the module/chamber. SLOT 2 THRU 4: Do not process.,Chuck seal issues
325,RIE03     ,0,11/27/2025 10:26,DOWN,D,"ALARMED: POOR QUALITY CHUCK SEAL;, Helium flow = 9.60 sccm limit is 5.00., TOOL RUN # AX, SLOT 1 -> DUMMY SITS IN PM1 MODULE THEN, ALARMED.., SLOT 2 THRU 4 STILL at LL not process.","Poor quality chuck seal alarm; helium flow exceeded limit (9.60 sccm vs 5.00 sccm), causing the dummy wafer in PM1 to alarm and preventing slots 2 through 4 from being processed.",,Chuck seal issues
327,RIE03     ,0,12/1/2025 20:23,DOWN,D,"ALARM:Poor quality chuch seal: Helium, flow=7.22 sccm, limit is 5.00, Slot1: Dummy Processed, Slot2: Wafer inside the chamber, Slot3-12: @LL, process not yet started, Pls check... Thanks",Poor quality chuck seal alarm due to helium flow 7.22 sccm exceeding the limit of 5.00 sccm.,Please check.,Chuck seal issues
329,RIE03     ,0,12/2/2025 23:00,DOWN,D,"ALARM: Helium took too long to stabilize, Slot1-11 Processed, Slot12 Wafer inside the chamber (5AACF), RUN #AM, Pls chk",Helium took too long to stabilize; wafer remained inside the chamber at Slot12 (alarm 5AACF).,Please check.,helium took too long to stabilize
331,RIE03     ,0,12/6/2025 23:31,DOWN,D,"Helium took too long to stabilize.,  Job:AB,Step:2<Chuck>@4:33.3,   slot#2,4,6 done process,   slot#8 is in chamber ,tool run#AB,    pls chk",Helium took too long to stabilize,pls chk,helium took too long to stabilize
332,RIE03     ,0,12/9/2025 4:32,DOWN,D,"ALARM: Helium took too long to stabilize, Slot1-7: Processed, Slot8  : 5ADG4 wfr is inside the chamber, Pls chk,              **************",Helium took too long to stabilize; wafer 5ADG4 is inside the chamber at Slot8.,Please check.,helium took too long to stabilize
334,RIE03     ,0,12/9/2025 14:21,DOWN,D,"SLIM ETCH RATE FAILED 2X. PLS. CHECK., WILL NOTIFY MEVC.",Slim etch rate failed 2 times.,Please check; will notify MEVC.,Etch Rate issues
336,RIE03     ,0,12/9/2025 17:18,DOWN,D,STILL FAILED SLIM ETCH RATE..,Slim etch rate still failed.,,Etch Rate issues
338,RIE03     ,0,12/22/2025 18:34,DOWN,D,"N2 (Gas#2) is out of compliance. Setpoin, -t=50.0 +/-2.0, actual=47.7sccm, Slot1: Dummy (Inside the chamber), Slot2-10 Wafers @LL in cassette, Pls chk",N2 (Gas#2) flow is out of compliance; actual flow 47.7 sccm is below the setpoint tolerance.,Please check. Slot1: Dummy inside the chamber; Slot2-10 wafers at LL in cassette.,MFC issues
340,RIE03     ,0,12/29/2025 19:16,DOWN,D,"RF1 RF/DC voltage is out of cpmpliance, Setpoint=70.0+/-40.0, Actual=2.3 V, Slot1: Dummy wfr inside the chamber, Slot2-4: Process not yet started",RF1 RF/DC voltage out of compliance; actual voltage is far below the allowed setpoint range.,,RF voltage is out of compliance
342,RIE03     ,0,12/31/2025 2:30,DOWN,D,"Alarm: material was not sensed in casset, te after transfer in, Slot1-4: Processed, Slot5-12:Wafers are in the cassette,          Process not started, Run#AA, Rcp:N2O2_XXXSCCM_115S,      **************************",Material was not sensed in cassette after transfer in; process not started.,,Material or wafer was not detected
344,RIE03     ,0,12/31/2025 3:50,EWAIT,U,,Alarm: material was not sensed in cassette after transfer in; PRC: Unknown,recovered wafers IP; ran 2 dummies to test with no issues,Material or wafer was not detected
345,RIE03     ,0,12/31/2025 7:16,DOWN,D,"RUNNING TEST ALTIC DUMMY FOR SL (ENG), RECIPE : GASFLOW3_20251224 AND ALARMED, FOR PRESSURE IS OUT OF COMPLIANCE., PLS CHECK., SLOT 1-> ALTIC DUMMY SITS ON PM1 MODUL.",Pressure out of compliance alarm during running test ALTIC dummy for SL on PM1 module.,Please check.,Pressure Out of compliance
348,RIE03     ,0,1/2/2026 17:17,DOWN,D,"Low etch rate and TIMS trace is not, normal per SL., Pls take a look.",Low etch rate and TIMS trace is not normal.,Please take a look.,Etch Rate issues
351,RIE03     ,0,1/4/2026 11:15,DOWN,D,"Per SL, TIMS trace show TVP still high., Pls put tool for EE to check.",TIMS trace shows TVP still high.,Put tool for EE to check.,Others
352,RIE03     ,0,1/4/2026 11:44,UMIP,D,"Per Sam Lin, put the tool down for EE, to check TVP high issue.",TVP high issue,put the tool down for EE to check the TVP high issue,Others
353,RIE03     ,0,1/5/2026 17:14,DOWN,D,"TOOL ALARMED: RF2 REFLECTED POWER, IS OUT OF COMPLIANCE;, TOOL RUN #AX, SLOT 1 THRU 4 PROCESSED DONE, SLOT 5-> PROD WAFER SITS IN PM1 MODULE, PLS.CHECK.",RF2 reflected power is out of compliance; tool alarmed. Production wafer at slot 5 is sitting in PM1 module.,Please check PM1 module and the production wafer in slot 5.,RF voltage is out of compliance
355,RIE03     ,0,1/6/2026 0:11,EWAIT,U,,RF2 reflected power out of compliance,Set match controllers to 50/50; tested with recipe PMR-MIX2; qual as needed,RF voltage is out of compliance
356,RIE03     ,0,1/6/2026 7:03,UMIP,D,Replacing N2 MFC...,N2 MFC issue requiring replacement,Replace N2 MFC,MFC issues
360,RIE03     ,0,1/7/2026 19:06,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint=90.0+/_40.0, Actual=48.8V, Slot1: Processed, Slot2: Wfr inside chamber, Slot3-10: Wfrs @LL. Process didn't start, Run:AP Rcp :PMR_MIX2","RF1 RF/DC voltage out of compliance; actual voltage 48.8 V is below the allowed setpoint range, so the process did not start.",,RF voltage is out of compliance
361,RIE03     ,0,1/8/2026 13:59,DOWN,D,"TOOL ALARMED: RF2 REFLECTED POWER, IS OUT OF COMPLIANCE; limit=10,actual, =81.4, TOOL RUN #Aw, SLOT 1 THRU 5 PROCESSED DONE, SLOT 7 got alarm in chamber, SLOT 8-12 NOT PROCESS YET, IN CASSETTE.","Tool alarmed due to RF2 reflected power out of compliance; limit 10, actual 81.4. Alarm occurred at slot 7 in chamber.",Slots 1 through 5 processed done; slot 7 got alarm in chamber; slots 8-12 not processed yet and remained in cassette.,RF voltage is out of compliance
363,RIE03     ,0,1/8/2026 15:57,DOWN,D,"TOOL ALARMED: RF2 REFLECTED POWER, IS OUT OF COMPLIANCE., TOOL RUN AX, SLOT 1 PROCESS DONE, SLOT 2 GOT ALARMED, IN CHAMBER.","RF2 reflected power is out of compliance; tool alarm occurred during run AX, with slot 2 alarmed in chamber.",,RF voltage is out of compliance
365,RIE03     ,0,1/8/2026 17:30,DOWN,D,"tool alarm:RF2 reflected power is, out compliance.Limit=10.0,Actual 83.5W, RIGHT CASSETTE   TOOL RUN # AY, slot# 1  : wafer inside chamber,       2  : wafer still at cassette,            (not process yet).",RF2 reflected power out of compliance alarm; actual reflected power 83.5 W exceeded the limit of 10.0.,,RF voltage is out of compliance
366,RIE03     ,0,1/8/2026 21:35,DOWN,D,"Rf2 Reflected power is out of compliance, Limit=10.0, actual=85.5W, Rcp: MPL1024, S/A wafers were in process,      ****************************",RF2 reflected power out of compliance; actual reflected power 85.5 W exceeded the limit of 10.0.,,RF voltage is out of compliance
367,RIE03     ,0,1/9/2026 12:52,DOWN,D,"ALARM: RF2 reflected power is out of, compliance., RUN #RIE03-64336, TOOL RUN#AA, Slot  1 = process done, Slot  2 = inside chamber, Slot 3-10 = not yet process., Pls check. TY...",RF2 reflected power is out of compliance.,Please check.,RF voltage is out of compliance
368,RIE03     ,0,1/9/2026 17:02,UMIP,D,"keep machine down for Von, Von will be back in the morning to, work on the RF1 issue. von/sunny",RF1 issue; machine kept down until Von returns in the morning to work on it.,Keep machine down; Von will return in the morning to work on the RF1 issue.,Others
369,RIE03     ,0,1/12/2026 0:49,DOWN,D,"TOOL""S POWER WENT OFF, SLOT1-6: PROCESSED, SLOT7 WFR INSIDE THE CHAMBER, SLOT8 WFR @ LL, RUN#AK/ RCP:MPL1024",Tool power went off during run; wafer in slot 7 remained inside the chamber and wafer in slot 8 was at load lock.,,Others
370,RIE03     ,0,1/13/2026 4:53,DOWN,D,"RF1 RF/DC voltage is out of compliance, Setpoint=90.0 +/- 40.0, Actual=47.6V, Rcp:PMR_MIX2    Run #AS, Slot1: Processed, Slot2: Wfr is inside the chamber, Slot3; Wfr @LL. Process not started, Pls chk",RF1 RF/DC voltage out of compliance; actual voltage 47.6V is below the allowed range for setpoint 90.0 +/- 40.0. Process not started.,Please check,RF voltage is out of compliance
371,RIE03     ,0,1/13/2026 9:22,DOWN,D,"Tool alarm:RF1 RF/DC voltage is out, of compliance.Setpoint=70.0 +/- 40.0, Actual= 0.0,     Slot #1 dummy (alarm),           2-8 wafer still in cassette,  --------------------------------------",RF1 RF/DC voltage out of compliance alarm; actual voltage is 0.0 versus setpoint 70.0 +/- 40.0.,,RF voltage is out of compliance
372,RIE03     ,0,1/13/2026 12:20,DOWN,D," Tool alarm:RF1 RF/DC voltage is out,  of compliance.Setpoint=70.0 +/- 40.0,  Actual= 0.0,      Slot #1 dummy  done,            2 (5B11G ALARM),            3-8 STILL IN CASSETTE,     -----------------------------------","Tool alarm: RF1 RF/DC voltage is out of compliance. Setpoint=70.0 +/- 40.0, Actual=0.0.",,RF voltage is out of compliance
373,RIE03     ,0,1/13/2026 17:11,UP,U,,"Tool alarm: RF1 RF/DC voltage is out of compliance. Setpoint=70.0 +/- 40.0, Actual=0.0.",,RF voltage is out of compliance
374,RIE03     ,0,1/15/2026 11:20,DOWN,D,"N202 qual alarmed.RF1/ RF/DC voltage, is out of compliance.Setpoint=70.0 +/-, 40.0. Actual=0.0 V., SloT# 2  : SLIM36",N202 quality alarm: RF1/RF/DC voltage out of compliance; actual voltage is 0.0 V.,,RF voltage is out of compliance
376,RIE03     ,0,1/15/2026 15:14,EWAIT,U,,N2O2 family recipe RF1 tuning issue.,"Per Von(EE), for now don't run N2O2 family recipe; tried Slim Etch rate recipe, recipe is working fine.",Recipe issues
377,RIE03     ,0,1/16/2026 6:44,EWAIT,U,,N2O2 family recipe RF1 tuning issue.,"Per Von(EE), for now don't run N2O2 family recipe; tried Slim Etch rate recipe, recipe is working fine.",Recipe issues
378,RIE03     ,0,1/16/2026 6:47,EWAIV,U,NEED TO RUN S/A.OPR: UZ1I   OPR:MPL1024,Need to run S/A.,Run S/A.,Recipe issues
379,RIE03     ,0,1/20/2026 12:00,DOWN,D,"RF1 RF/DC VOLTAGE IS OUT OF COMPLIANCE,    SLOT 1AND 2 DONE,         3 ALARM,         4 AND 5 STILL IN CASSETTE","RF1 RF/DC voltage out of compliance alarm occurred during processing; slots 1 and 2 completed, slot 3 alarmed, and slots 4 and 5 remained in cassette.",,RF voltage is out of compliance
381,RIE03     ,0,1/21/2026 17:22,UP,U,,RF1 DC V not in compliance during wafer process; process failed on the 3rd wafer.,"Stopped process, unloaded wafers, ran 2 test wafers with the failed recipe, observed DC bias V came on without issue, process completed, RTM",RF voltage is out of compliance
382,RIE03     ,0,1/24/2026 22:24,EWAIV,U,Per Sam Lin1 Do not run TMR,Instruction not to run TMR per Sam Lin1; no specific failure mechanism described.,Do not run TMR,Recipe issues
383,RIE03     ,0,1/28/2026 21:17,DOWN,D,"Pressure is out of compliance.Setpoint, = 1E-3 or below,Actual=3.4E-4 torr.,  ALTIC DUMMY inside, Pls chk.Thanks!",Pressure is out of compliance; pressure setpoint/spec issue reported with ALTIC DUMMY inside.,Please check,Pressure Out of compliance
385,RIE03     ,0,2/2/2026 16:51,DOWN,D,Tool get alarm on running N2O2 qual.,Tool got an alarm while running N2O2 qualification.,,Qualification Failures
386,RIE03     ,0,2/2/2026 17:30,UMIP,D,need to replace RF1 matchbox.,RF1 matchbox needs replacement.,Replace RF1 matchbox.,RF match box or connection issues
387,RIE03     ,0,2/3/2026 6:43,UMIP,D,"Will continue with RF1 match box, replacement....",RF1 match box issue/failure requiring replacement,Continue with RF1 match box replacement,RF match box or connection issues
388,RIE03     ,0,2/3/2026 18:05,DOWN,D,"RF1 actual  out of compliance.Setpoint, = 15.0+/-10.0,Actual=0.0 w,  slot # 1 dummy (alarm),  slot # 2 slim mon still in cassette,    -------------------------------",RF1 actual out of compliance; actual power is 0.0 W while setpoint/spec is 15.0 +/- 10.0.,,RF voltage is out of compliance
389,RIE03     ,0,2/4/2026 8:33,UMIP,D,"RF1 generator is no output to a dummy, load. We do not carry this RF generator., contact Seren is 8 weeks lead time., contact Plasma Therm is 9 weeks lead., trying to send out for expedite repair.",RF1 generator has no output to a dummy load; RF generator failure/unavailable replacement with long lead time.,Contact Seren; contact Plasma Therm; send out for expedite repair.,RF generator issues
391,RIE03     ,0,2/13/2026 19:43,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint = 70.0 +/-40.0 Actual=0.5 V,  Slim monitor inside PM2, Pls chk.Thanks!",RF1 RF/DC voltage is out of compliance on Slim monitor inside PM2; actual voltage is far below the setpoint range.,Please check Slim monitor inside PM2.,RF voltage is out of compliance
392,RIE03     ,0,2/13/2026 22:04,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint = 70.0 +/-40.0 Actual=0.2 V,  Slim monitor inside PM2, Pls chk.Thanks!","RF1 RF/DC voltage is out of compliance in PM2; actual voltage is 0.2 V, far below the allowed range.",Check slim monitor inside PM2.,RF voltage is out of compliance
393,RIE03     ,0,2/14/2026 1:44,DOWN,D,"RF1 RF/DC voltage is out of compliance., Setpoint = 70.0 +/-40.0 Actual=0.5 V,  Dummy inside PM2., Pls chk.Thanks!",RF1 RF/DC voltage is out of compliance; actual RF/DC voltage is 0.5 V with dummy inside PM2.,Please check,RF voltage is out of compliance
394,RIE03     ,0,2/14/2026 16:44,EWAIT,U,,RF1 RF/DC voltage is out of compliance; actual RF/DC voltage is 0.5 V with dummy inside PM2.,Please check,RF voltage is out of compliance
395,RIE03     ,0,2/15/2026 8:52,DOWN,D,"Tool alarm: RF1 RF/DC voltage is out, of compliance.Setpoint=45.0 +/-40.0, Actual= 0.7 V., RIGHT CASSETTE     TOOL RUN# AU, Slot# 1   : Dummy wafer done,       2   : Wafer inside chamber,       3-7 : Wafer still at cassette,             (not process yet)",RF1 RF/DC voltage out of compliance; actual voltage 0.7 V is outside the allowed setpoint range.,,RF voltage is out of compliance
397,RIE03     ,0,2/15/2026 13:30,DOWN,D,"tool alarm (again).RF1 RF/DC voltage, is out of compliance., Setpoint=45.0,Actual=0.7 V., RIGHT CASSETTE: TOOL RUN # AV, Slot1    : Dummy completed,     2    : wafer inside chamber,     3-7  : wafer still at cassette,            (not process yet).","RF1 RF/DC voltage out of compliance; setpoint 45.0 V, actual 0.7 V.",,RF voltage is out of compliance
